1,123,100.25,Kumar Patel,65d0b699-3695-44c6-ba23-4a241717dab7,123 Main Street,APPROVED
-7869189898910039196,2052600272600335682,66.48856413674274,sarah1,94376357-59b1-4b82-b032-c3ed332f3825,123 Main street,APPROVED
-6290349981563693030,5454209682807678674,10.220591591698025,sarah1,f095a4a5-47a1-4838-8fd6-9334f1897983,123 Main street,APPROVED
-7695589431963699306,-3828430676959706983,41.968206543173615,sarah1,8bf69e95-667d-4a79-b252-250d4f9721dc,123 Main street,APPROVED
-4955942241712561747,-3532945273138386880,71.5346919244192,sarah1,285a634b-1e0d-4cec-93b1-cdec2acae341,123 Main street,APPROVED
-4600771915745398404,-8008254157026364067,8.802143114032512,sarah1,aaaaa2bb-448f-4510-a71c-e3ed2988a255,123 Main street,APPROVED
811757914429512237,-1211739876688167334,22.80955822472076,sarah1,e6c686c1-86fe-47f7-8e34-c3b1f09b6bfb,123 Main street,APPROVED
8370604134114431679,-7188306816735926801,5.251436657252606,sarah1,eab9c4df-8ea8-4079-8138-9c97af4442f1,123 Main street,APPROVED
5611630847105128975,-5814977213024975153,10.347010033476367,sarah1,f7818218-bfff-4bc1-99df-5c2aefb23984,123 Main street,APPROVED
-8825367697269048430,-4028715805715704474,45.60119623340281,sarah1,16ece120-d8af-41b1-9e60-49a4c7b41bb9,123 Main street,APPROVED
4388275485502901726,-4882030963968171844,86.11752763158769,sarah1,035b4bde-543f-4cc7-8996-ffb1facabd29,123 Main street,APPROVED
4728955382736773476,4064887116814837364,60.69076320081276,sarah1,fd5ec862-866d-4285-a504-fb8af3813d9e,123 Main street,APPROVED
-2117478975796160145,-765169408957698383,2.5054530376754647,sarah1,f593f4e1-7bbd-477d-b967-c359b2a05cbd,123 Main street,APPROVED
-4025665648871803048,-5670906418862186971,39.29511786280402,sarah1,e5a144ae-f2c4-4a1e-bbbd-2da4add3624f,123 Main street,APPROVED
-4863530910591013862,-116315363830404042,1.4118115861062375,sarah1,256d0f0a-117a-42d1-bab8-821db88b3b52,123 Main street,APPROVED
5350207186303059021,-6313748545938136332,96.38726096544946,sarah1,450ffaf1-6118-497d-bf2b-8f6a8b411e51,123 Main street,APPROVED
2808800309164873972,-3333287973856157677,77.05384895972053,sarah1,a6b2bc68-2ca7-4b3f-bb96-88d57c09a839,123 Main street,APPROVED
8869469566963181368,-5363556092863198519,34.649760967567836,sarah1,595ef3a3-f666-4ff1-a5ff-3c3b269c68dc,123 Main street,APPROVED
7046184199963344576,5300025606074900031,96.09245205457665,sarah1,a315f090-dd48-4900-a02d-1ce7805f4187,123 Main street,APPROVED
-6200328900617618944,7369294952918181117,67.28952111956956,sarah1,a9264b3f-747d-4856-9edf-c4dfc2000b4f,123 Main street,APPROVED
5886694835639449180,4526208190903555857,68.53421097317597,sarah1,661dfb84-892b-479b-97ea-da9e332afae2,123 Main street,APPROVED
794899270612034655,-8680758486228746480,50.58205766281324,sarah1,f061eccf-46dd-423c-89c7-9c0179b5ce71,123 Main street,APPROVED
-8205966020576355387,4823244831276320007,86.84759514208838,sarah1,22058be9-e1de-4b61-89f2-d6e76d256188,123 Main street,APPROVED
-7410364504097472108,8464044921437863068,61.89483566670625,sarah1,41223e21-20b8-4dca-b229-c14621b40244,123 Main street,APPROVED
3153645870960465597,2731486395573704723,90.15232165654203,sarah1,211a8a8e-5db8-40ea-8e4e-0ce183af62dc,123 Main street,APPROVED
-8250210505394009908,3301045091001063363,91.14471211651147,sarah1,f999a978-6bdb-4280-bff1-922d0de24dbc,123 Main street,APPROVED
3307019395041504649,4290567951576865577,51.5634457888695,sarah1,d9fed692-2517-4022-9762-c10129d6dea4,123 Main street,APPROVED
2155744303757327460,-7131843061245651361,84.25169092300845,sarah1,8080da4f-a3d2-47b7-9213-bb0c25a97d97,123 Main street,APPROVED
-3442120720127066069,-7852326926056331120,31.586577485301603,sarah1,b483ea1c-f6ca-47e6-8967-b199f7bd8d5b,123 Main street,APPROVED
1626444181738579023,1248259837719990412,53.40908107813077,sarah1,7df692cc-dcc4-4591-867b-59c2fd98c945,123 Main street,APPROVED
-1987211556284489293,872811711554078282,83.46289820072087,sarah1,9548156e-86ec-44e7-9cee-ae9a76f35b9b,123 Main street,APPROVED
-6127301976497116679,-7172335664730676678,57.81086092841563,sarah1,28c2e849-0f99-4de4-bd45-767e5086c7d0,123 Main street,APPROVED
-8549067772038501,-5310407466920358797,71.77087575500857,sarah1,cbb7cf36-500e-4dbf-8041-9e5ddadc6049,123 Main street,APPROVED
-1217869679858957828,-7133145587151107176,94.9418247467047,sarah1,3a46116e-6fad-4f28-ac7b-830c59e67724,123 Main street,APPROVED
3144024522382641447,-5356086804983697643,95.06600553061165,sarah1,0449cdf5-ea2f-4db0-a0dd-fefe5b6671bb,123 Main street,APPROVED
5845532640457391892,-8023556435369346550,84.14126372026772,sarah1,1cedb3f2-83c4-4e3b-8aa7-9e29f5a3c6e3,123 Main street,APPROVED
-2152824891337355769,-7585735149440969620,10.209002088622087,sarah1,aff2e5c3-0666-4bca-a67a-4227d239b8a3,123 Main street,APPROVED
2970987449693460993,2270699650447360982,27.603773221776994,sarah1,99609188-7870-4547-b6d2-48c39e76560a,123 Main street,APPROVED
1519952760914584563,-8923039748757299167,70.095105250599,sarah1,1b2c714a-bbc5-47aa-ad12-ab05dcae4272,123 Main street,APPROVED
-4477792923834582750,-4041900373390250483,51.01907248791526,sarah1,4c2aeced-d65c-41a6-8ec9-6e3180b23554,123 Main street,APPROVED
-6898211508411151330,7400062974490641875,78.27996771656204,sarah1,1679afb1-8e1f-4f10-aaa7-ebcd71741e52,123 Main street,APPROVED
5957023704117271210,2469750294191144839,54.139165006068716,sarah1,c86d3110-6698-4fbb-aa19-4a23e0488653,123 Main street,APPROVED
-7418450827838785588,2680777681707858115,59.25263642268571,sarah1,9d2910d2-3d5a-4790-b4a9-02e71a03ed6b,123 Main street,APPROVED
2065317031412320174,2277997807066241546,51.93588263896597,sarah1,432e44f9-f772-4418-8633-b94e47be0174,123 Main street,APPROVED
1322523822688611187,6705278804867434315,34.51583746128154,sarah1,ba06c3ba-6451-431e-b175-b379ad377b41,123 Main street,APPROVED
-1370848516681363303,-2173199169387716545,27.23635706968608,sarah1,1c39a1e5-2dad-4fcb-8a09-1f26f53037ab,123 Main street,APPROVED
6968766700857194771,6207651756603557006,28.58482178912405,sarah1,0e312264-3468-481d-9224-ea4f67a0910a,123 Main street,APPROVED
8458285293543196104,-7864277191209712280,99.04620575675891,sarah1,c5f8c953-9f72-4f08-981d-aae2d5cdf940,123 Main street,APPROVED
-908100117493260537,-4484483416533998192,99.72482960525289,sarah1,3ebe975a-be91-4253-9c43-39843c99c2a5,123 Main street,APPROVED
-4435469112737395034,-6955610928070915635,81.55536260424931,sarah1,97867156-c296-4897-b112-852db1a90037,123 Main street,APPROVED
-2090307424359792120,984824651885628045,74.88719069455378,sarah1,4ec3c461-83c2-4882-8faf-ca3661e04f3a,123 Main street,APPROVED
-4391261822031361475,-3329195193940703404,71.0192945096944,sarah1,932c6d93-8a92-455c-8fdf-d4b199dc6b18,123 Main street,APPROVED
-8098429722471215220,3453057451584976449,48.917222634907574,sarah1,11047be7-2698-478d-a42c-4b18fd239a12,123 Main street,APPROVED
-6223260213336657984,8344135222655768400,75.50363812157725,sarah1,3a94dbb1-ef4b-44d7-a23a-64b6c5b03219,123 Main street,APPROVED
5095509852594906283,-5318022534404201036,17.953951579327242,sarah1,b1586eed-21d1-4fa8-9acb-ea5bf7fd4fac,123 Main street,APPROVED
2916351158119023987,875410701180039769,65.59215843920022,sarah1,d892c0bd-502c-4591-a50c-a9911c52464d,123 Main street,APPROVED
3268109653145688401,-3429348301156861708,8.257914913229303,sarah1,e745457c-ed45-451e-a1bb-15ade9a14f20,123 Main street,APPROVED
7489294576064685926,-3172006447713441523,9.995619521365418,sarah1,bf03344f-73bd-454f-b76d-c1226cc1ed59,123 Main street,APPROVED
2352799150688733309,-4424856884912808796,6.565495692659562,sarah1,af70a45f-8629-4ca4-984c-5d0c4a76fdc8,123 Main street,APPROVED
3121743049530223888,-5756236459087140905,99.54692260416357,sarah1,c359369a-3bf1-44da-9d37-98b65994fe81,123 Main street,APPROVED
-15528834173805115,4928497876459869979,90.12509707384841,sarah1,da5a7f81-84b7-4a05-bbda-904e6538a016,123 Main street,APPROVED
3620625037678024232,1605134408056872985,38.16001004869922,sarah1,2e4b6a09-7f5b-4339-809c-acb277f43c0f,123 Main street,APPROVED
6396564006274350885,-7519313890641916944,77.37793358755411,sarah1,a26dc4cd-b017-41e9-bd07-d658e0aebc46,123 Main street,APPROVED
-6374852317300139935,-161754270404511637,9.887416573775077,sarah1,bbd12454-4ea0-4529-8fee-5cb6e242c6eb,123 Main street,APPROVED
7476098792555110091,5271110883945274442,77.60768645780409,sarah1,c047efe2-619a-4c4a-9f35-120cd33e4037,123 Main street,APPROVED
1143152581462202319,-8484902629977009776,86.92353438112433,sarah1,9a68cdec-5cf4-4709-94e8-5eeb66dcdb92,123 Main street,APPROVED
5105457477217939754,-6443609053118150287,97.91530165294651,sarah1,1863f92b-4935-4e59-a9d6-5cdf87d23024,123 Main street,APPROVED
-7432087416142208756,1791903076229041720,47.94571034616185,sarah1,ca9d89a1-f9ce-4c65-a5c1-62fc2737bc7a,123 Main street,APPROVED
7400314741487164735,3810538332806246369,11.292929971165744,sarah1,2dba7dbf-93db-4361-b633-68582b3f4e0c,123 Main street,APPROVED
7297328189744375644,2562617203852531395,83.31183104066427,sarah1,f69b0a90-ce73-41d2-856a-6792e2c2599d,123 Main street,APPROVED
1226635959267541,-205855446236962405,73.77339049785307,sarah1,cf59d2db-80b3-4b91-b93c-2155a7ac51fb,123 Main street,APPROVED
-3170553860505752237,7069152340947297964,18.483330681085206,sarah1,a3aaa94f-d2a0-4b9b-bd05-732879073028,123 Main street,APPROVED
8858232163768034825,914932944084323399,3.056751966592608,sarah1,5aa63418-63f5-47ea-930b-00d26fe79651,123 Main street,APPROVED
-272489570519564722,8347431202626047264,54.05735881228818,sarah1,c3a50b6c-48ff-478b-9381-bca0f7e9d876,123 Main street,APPROVED
-2041600045703608376,3983317929928983912,53.89905139863457,sarah1,e209fef4-1b15-4d5d-965d-f4360b91b17b,123 Main street,APPROVED
-5868024271009194814,5654324589243759781,75.6479656970975,sarah1,8695ab4c-ba5a-484c-906a-13cb906bb849,123 Main street,APPROVED
5891042027962710596,333512901550552527,42.73476835403621,sarah1,2c0fde5c-f13e-4c4a-b348-3308c2550708,123 Main street,APPROVED
4285886078166175005,-6032956632125533727,25.33353795217326,sarah1,2498d7b4-9abf-4246-a52c-f8219adc19c1,123 Main street,APPROVED
4764615445388785750,3652869025809769268,67.87052790323075,sarah1,6374c2d0-d260-476c-a076-b2d2d292476d,123 Main street,APPROVED
-5165644984060670810,-2341205387203966748,24.208954440055276,sarah1,badff820-14db-4b14-a819-904b796efae1,123 Main street,APPROVED
4278912771992901730,3595882919764541784,10.929907763084824,sarah1,d27a8806-3461-4ad9-a251-7e012b0b814e,123 Main street,APPROVED
-5504449113804020693,281628615820867729,14.934902965105024,sarah1,168aa0d6-13ca-4ebd-94fb-ae47ca8afb0a,123 Main street,APPROVED
7903318171761358303,-8176317468108226993,54.78496130246033,sarah1,76c93e2d-daa6-431f-96a5-27edc2be74a5,123 Main street,APPROVED
-4329383656110934832,-757953494638195532,79.53474391876661,sarah1,127e306a-b50a-42f9-85d5-1c4057fe52df,123 Main street,APPROVED
-3551063064688677982,-5699155336463577938,94.5731431997724,sarah1,ca2012da-5751-4e80-8c27-a9b1224efcba,123 Main street,APPROVED
-9183336980433283559,8979062598397944384,24.775416199566912,sarah1,0b8693cf-3a29-44f7-bcdf-2d9e7350dda1,123 Main street,APPROVED
-249461684686926573,7972436486652121639,17.669024716022797,sarah1,2608fcce-5a62-4433-8f7b-41876a658b52,123 Main street,APPROVED
6026547728104563097,5818770728215775146,8.743516289524988,sarah1,16e1dd53-93b7-4889-b807-fc576b3bea90,123 Main street,APPROVED
-4201779306374484396,-498947859273928290,1.3479031942402964,sarah1,cbfb9a22-6f96-4ce4-a0cb-36e04b6da9c8,123 Main street,APPROVED
-4568091502476591162,-5830777476463750807,87.69932557918678,sarah1,d0c2a9fc-e6a4-4959-a894-5ae541bd558c,123 Main street,APPROVED
6651694023264881606,-3317598490972335527,57.484199354760854,sarah1,e5826925-c5f7-4a37-a26c-9902c8101740,123 Main street,APPROVED
1893071878247872121,2613388967812817879,70.66701894615652,sarah1,c417c800-1f92-4d9b-9368-45b33fef312f,123 Main street,APPROVED
2885436272563655340,-6818405432567061912,55.879251202367655,sarah1,d4fb2532-500c-4500-8a74-aa7124baf212,123 Main street,APPROVED
2572032485994609523,867800095239235562,82.3233930335036,sarah1,af15d695-ab4d-4ffe-9a4d-466bc0c07862,123 Main street,APPROVED
6279828178318030864,6934024174931215152,47.86600133935776,sarah1,a7ad820b-1b60-458f-85bd-52b864a02958,123 Main street,APPROVED
-1963847307703680207,7706696902783896235,0.23085113207480523,sarah1,0979940e-3811-410e-babd-626928b6b048,123 Main street,APPROVED
-8076239534527613748,-3716274634012860419,76.0387050801125,sarah1,45ee459d-5305-451b-96fa-43a2fd42624d,123 Main street,APPROVED
-8767513107835909849,-8176130918537058858,62.11413982797255,sarah1,66189e94-9715-4369-9c54-4e8ab5743f34,123 Main street,APPROVED
-4938715092008565325,-7312194266514370708,11.874206254766905,sarah1,912a899c-6c1e-4a60-821c-636fecb979b6,123 Main street,APPROVED
-6353554385086356990,-7525007093452149069,50.803827049900164,sarah1,4f54d493-7e62-4a43-809a-df3ebcb15023,123 Main street,APPROVED
-8854204248996460199,-5932687120988429213,34.27118655928065,sarah1,8582287c-1697-481e-acf3-3ce434b2a073,123 Main street,APPROVED
-5871090161219951567,-996932401142531487,53.493268903389904,sarah1,633e0915-48c2-420e-99aa-fc99b62ba19c,123 Main street,APPROVED
8947410619079925615,8675486946455057662,99.01457010727871,sarah1,c94a1a98-9113-437c-9e4e-5375687ccd0a,123 Main street,APPROVED
4913905158940485615,2407675895580563420,88.93218907947578,sarah1,9b0b5e70-7729-45a9-b05f-7664afafa5fe,123 Main street,APPROVED
3450425758950569077,4841180730312481557,6.986557259336978,sarah1,e6e1b801-ef7c-4c58-86a9-9638fea9a36c,123 Main street,APPROVED
-4929830005395924399,-1885530141643965160,36.16834102561894,sarah1,853772e9-8120-456a-94d4-232a17bea448,123 Main street,APPROVED
6125351357287169635,4126523906026520953,43.2004545616895,sarah1,e6adb70f-4243-420d-afd3-c6f19437231a,123 Main street,APPROVED
-8942654815715010106,8627454332927974510,52.166326203127035,sarah1,31950658-b393-4f56-9e56-f683c7cc40fa,123 Main street,APPROVED
-450911517044834357,7566706632636023759,9.319137137916956,sarah1,c02e1a5b-04d6-463b-bcfe-7ebb923810d1,123 Main street,APPROVED
4899432274235889282,3708730596513787851,28.1903340214662,sarah1,9df07bb5-574a-4656-90f4-4bc3922aaf72,123 Main street,APPROVED
-6014552555374060890,3067719793991051179,5.098832672861031,sarah1,6bccd569-8ff6-4b52-8f84-7d6a5bf17d85,123 Main street,APPROVED
-7770899804159405192,9026540101090196573,7.887731783391816,sarah1,afe82ab7-0775-4357-ab71-533597df2864,123 Main street,APPROVED
-3892390076939837249,1994694726211355133,26.574691969193054,sarah1,6defd133-479f-471c-b6a6-34ce134aa5d7,123 Main street,APPROVED
5183218963454777856,1177421081651193911,71.77544543289748,sarah1,1c154046-4b60-42ce-9a39-9d73b6a85f47,123 Main street,APPROVED
-1395238042614108693,-2681221116458394268,84.88913416661228,sarah1,797da6ac-36e0-475a-8338-fd80d9bbc19d,123 Main street,APPROVED
-335957230135382852,1271983147874435019,90.4591947757842,sarah1,766b83b8-e76d-4ec6-9f99-28fa721d494f,123 Main street,APPROVED
-838086885662664845,-9025364077615267871,23.85077854730526,sarah1,d5820261-1161-42c7-bf54-20200a2a137f,123 Main street,APPROVED
-7507562466548655945,-8031270834884947378,71.1861297849365,sarah1,165a3263-9b4d-41a6-9f23-40f2224f3417,123 Main street,APPROVED
-5438847679575122780,-7484577961873080688,16.921215699810233,sarah1,7cb755a1-574d-4102-8b4c-3a0ab6299c6d,123 Main street,APPROVED
-4757227994224670885,4616025874939153921,48.70951735078707,sarah1,fd8143f3-975e-42a7-96ce-d6f24aa4a4fa,123 Main street,APPROVED
-2843940167910900145,7585495141726535473,31.214529926848023,sarah1,d2f71e17-8afb-4d18-ba0a-e32c0be7b343,123 Main street,APPROVED
5666934465632348701,-3371925033505377964,94.02238076594688,sarah1,27ee2411-7384-4f12-8be2-942848547021,123 Main street,APPROVED
-2574338061432557470,5307393170299985245,74.2636216606801,sarah1,fc545089-2f41-4ce3-b9de-8864b13f5e8c,123 Main street,APPROVED
-5827086249782317180,-2526273818005945574,99.69652601019263,sarah1,32e1713f-8844-43e0-9bd4-9085d2a74434,123 Main street,APPROVED
-1571752369003813055,4279722721940184491,36.9892249930468,sarah1,52d0ad99-ea9c-4ab7-919d-71792a1971fc,123 Main street,APPROVED
-2054606294796054781,-8164425808780228745,25.624781998077818,sarah1,5eeb89b6-feac-42d4-9bf7-c0c4671bfd39,123 Main street,APPROVED
-7077272645065731273,4414824857075002106,75.58703555116892,sarah1,f86e00c7-24ee-4a89-993b-a4bbe469bf5a,123 Main street,APPROVED
8974970582287478907,-5145727624818086756,38.71479296931359,sarah1,0f02fe9e-a653-40a8-8778-949750252585,123 Main street,APPROVED
8908559939367876878,6945007262615109885,7.30047591315508,sarah1,da38e21c-b913-4c95-b78b-315bf2eb03f9,123 Main street,APPROVED
-1971776499429155633,7360638734376159519,80.68156938326484,sarah1,9e39ea7d-38c1-46a4-b068-d159829f92fa,123 Main street,APPROVED
7978166095089095880,-3873211942160441743,65.84474297928811,sarah1,99377317-e832-4661-9c72-9711607a7d27,123 Main street,APPROVED
-2540352934826895160,9049611664177348966,70.83888960043548,sarah1,79bb312e-2106-4a7e-9eaf-5eaa2b2e3fa9,123 Main street,APPROVED
-6234813115982672226,-893522776014398194,4.298639737565024,sarah1,24bd9045-3c93-438a-a35d-1c82a867175d,123 Main street,APPROVED
2052568530258855400,2007029536598930263,49.902245543417436,sarah1,0f0cfe35-1576-4723-94d3-e7d46411a188,123 Main street,APPROVED
-1114767956201815614,8901243840045015488,79.26364108663655,sarah1,9264a86d-5e73-4d19-953e-6e873c45001b,123 Main street,APPROVED
7459779364802185205,7657932126465275864,94.48642998151719,sarah1,33d84b96-a286-4ca9-a9d5-12b4288268fb,123 Main street,APPROVED
4430240368225193221,-4469414049388335192,99.70644838956973,sarah1,023413ec-8b26-4afb-b420-01455df7d79a,123 Main street,APPROVED
7607017540306792806,-9007150613809213753,36.48868195519959,sarah1,53082f08-8194-446e-978a-5a77853e3d90,123 Main street,APPROVED
-6182903977826896807,891988463727009306,96.85580509200169,sarah1,8cbff11d-ebd6-458b-b74c-b76d808533da,123 Main street,APPROVED
2386563139137570980,-1887350231470621282,39.39079942701347,sarah1,a64c1227-dcfc-4c64-8bf1-4225e2256901,123 Main street,APPROVED
-2399684591090219850,-7555442134918228033,9.78233339573843,sarah1,bbd99a8e-5467-4ef7-804e-353989216ea9,123 Main street,APPROVED
8263406812550356312,-9007648235806469759,4.3472589042155345,sarah1,a94a7679-d589-41cf-905f-dfeab346d6b0,123 Main street,APPROVED
2919214627923536054,-2881021362551887639,29.66947937035689,sarah1,59919951-4138-4e3c-8f13-43039d747959,123 Main street,APPROVED
8577259166552925795,-3319572580529401096,9.380769313337655,sarah1,5adb7895-c023-4a91-901b-476d6c52f691,123 Main street,APPROVED
-5498140458600588626,-3338144732339057295,82.64709470119877,sarah1,9f061ba9-9bd0-40cf-9626-2dfd94dee740,123 Main street,APPROVED
-5913222973789717549,3726999789880535746,75.65480624114723,sarah1,9d12e16f-f8aa-44f2-93cf-ddde4a07bf02,123 Main street,APPROVED
750318967221289624,-1104561572030630198,76.49218250326683,sarah1,6d5f16c9-9a26-465d-8748-597dbd799819,123 Main street,APPROVED
7258519939619536103,125671858188127553,94.11039331589377,sarah1,c3eb1861-d7e7-49f3-a9bf-8fa1342ce97e,123 Main street,APPROVED
3747858106655212848,6903458722564677988,65.94161510386874,sarah1,c08a9774-9829-4aec-a80a-c247d452bc85,123 Main street,APPROVED
-8139876172508624913,-6573199262511000982,97.6430320700828,sarah1,cb03a2e0-d561-4da9-aebb-e40d2154b946,123 Main street,APPROVED
7471760771755632811,1710496257392685996,78.91782426662508,sarah1,c8d8b305-d29d-44d9-bf74-4f876d3bc782,123 Main street,APPROVED
-1508291370050119760,-1043321916107105817,84.81005018604597,sarah1,e1864d45-f7d6-4ea7-97ee-dfca0b34104a,123 Main street,APPROVED
7549634351023607989,-8535198501413265182,84.9237402076103,sarah1,d84c7885-15d1-4f50-9696-88dec4c1ade3,123 Main street,APPROVED
2765253072050572534,-3231975714530442311,42.221120284210286,sarah1,bead6f4e-2ad9-4070-90bd-96cebde15359,123 Main street,APPROVED
8384322379033021738,-4209560469329191588,60.36759232049748,sarah1,335069f4-ede9-445d-bc75-54e57e11facd,123 Main street,APPROVED
-4593916270612487290,3052998496716004007,73.74547934541381,sarah1,cdf67c5e-4b81-45e6-b3de-33517c7a292d,123 Main street,APPROVED
-7391473445723157661,6895225539697111339,12.495060379702306,sarah1,973ed12a-70c1-4d0e-ab8b-87f109cb0041,123 Main street,APPROVED
-3847509969726119248,-3497241250967595987,48.89725059676544,sarah1,25fc109b-f4d0-4b34-9560-b230f4b281af,123 Main street,APPROVED
8289311909221327073,-6986193161439998306,32.193245397554826,sarah1,66d97ca3-438b-4876-9c40-7e731f88e308,123 Main street,APPROVED
2717091720294097943,3080950228112674967,10.10859593503266,sarah1,be65e6d4-6c7b-4b0e-92bf-1d1027f1c04b,123 Main street,APPROVED
5013466531969146862,356232473304048084,84.02349759667625,sarah1,9795ce48-74fe-4487-8521-2303af3c3eeb,123 Main street,APPROVED
-5060886612136316645,7724799234872603077,9.750155785190506,sarah1,a85585d1-2c9d-4ea9-8a27-34c2b2501b60,123 Main street,APPROVED
-3813818460400115941,-8494244609468104451,32.493928296233996,sarah1,2bb3e2c2-4a31-409c-956c-090246cfbab3,123 Main street,APPROVED
8336272237463469825,-5017025448909490196,90.64555442865651,sarah1,7b4cab2d-235f-447c-a2e1-3e514433b157,123 Main street,APPROVED
-1353047807552827048,-6582247341343985437,23.312703313894588,sarah1,750ea19c-dbc5-40b8-b8d0-31347ccc38b8,123 Main street,APPROVED
8444639490617106599,6645811698131955160,74.47037350641065,sarah1,d46e8617-23a1-4381-8e56-ae276b576bf4,123 Main street,APPROVED
7612455557066798905,241524789019517991,56.74143345666717,sarah1,a1054500-d686-4a95-924c-68744d5d8021,123 Main street,APPROVED
-3444161645177832053,-7039647228588653824,89.99382554151197,sarah1,aa561963-e182-4348-9437-1fb936a516b8,123 Main street,APPROVED
-2482804095924644940,3850003826006565878,92.87380289529189,sarah1,43a4e7bc-6265-4372-89ca-6b7a8adac457,123 Main street,APPROVED
7759613585754251553,6733551251168058237,43.51662280726708,sarah1,dbd54612-d6ce-4ab2-9282-bd38491ad213,123 Main street,APPROVED
7881802252147544940,3998821913505810001,21.822327044127622,sarah1,8a5cb5e1-7e0e-4e62-95c1-cc18fed32278,123 Main street,APPROVED
-108282777407196196,3585797980552387033,2.3095127568343865,sarah1,5ff1c9d9-5c74-40c7-af2e-e6e662c8bc39,123 Main street,APPROVED
-7369648553139996620,-5277717544832832281,12.678386991655666,sarah1,37392a1f-f6b5-4f72-8d26-444b2f322333,123 Main street,APPROVED
1683151319764700611,-5568490511676850148,66.03144416699587,sarah1,f030f829-30b2-4f11-9ca1-1a8cbbec2c0b,123 Main street,APPROVED
-626496233798343735,4867781632402904447,48.8680984840756,sarah1,840d2e88-f99c-448a-96d2-af128de6288e,123 Main street,APPROVED
941054366368727579,6677177741689834711,57.48725070890103,sarah1,30fe7241-1f6f-4400-ab8c-f5917a9edd7f,123 Main street,APPROVED
3823236897076238453,-430488150884743509,59.23366511749328,sarah1,344a9fb5-647f-4d30-9ca5-79b44321beef,123 Main street,APPROVED
3203214165680446169,-3366891466349121741,62.41706861925831,sarah1,31f0f11c-43c6-47ef-a1dc-b13d872d24cd,123 Main street,APPROVED
4031082345544388716,-2804656190083914150,44.884974360033844,sarah1,4ff62c44-b4c8-4041-9f53-449c98ff4084,123 Main street,APPROVED
5369314557666717137,-6610011955809684302,38.61249253147263,sarah1,f3dbffb0-af14-441a-9dd4-56f479b0d013,123 Main street,APPROVED
2019284955246170875,7297420986442587354,57.795880093165245,sarah1,148805c7-cfb6-44bf-adf9-beb9dea63907,123 Main street,APPROVED
-3648589564947116343,-1468367205558961806,35.653301372480726,sarah1,7d665869-d303-4292-aae0-3fcf8a15878b,123 Main street,APPROVED
5922177195243272398,-208760904078901132,73.50570512166422,sarah1,3538bcf7-3a19-440a-89c5-903e41d36a82,123 Main street,APPROVED
7683215915661334895,7905192227825807587,80.05196521797812,sarah1,ddc5d2bd-0a73-46bb-9fb1-42851f69a3ec,123 Main street,APPROVED
-5120622533827815288,-1100172596201302646,9.66549459829823,sarah1,1a3b4932-82b5-406c-aea4-31fd688d2c7f,123 Main street,APPROVED
-7905670470261048721,-7695698768251124445,66.81376533641944,sarah1,fb74dd43-9017-4276-84e3-c82af6309911,123 Main street,APPROVED
1603206396915089501,-5595699187606582391,67.00811818495858,sarah1,77c7d200-651e-469d-ad9b-9baa90506e1f,123 Main street,APPROVED
2686072683072410428,-5842301700078835054,45.485746098429935,sarah1,626597fc-edad-4bb3-b8e2-8335dc7616d5,123 Main street,APPROVED
-1233192770935384923,2829552297464351655,87.46405370314183,sarah1,33835e7b-e497-4996-8863-1809b7c62292,123 Main street,APPROVED
-811652699056078617,490041145681839142,59.91801244741741,sarah1,0b9885bb-7b26-4ef6-b6ec-d42e8ae11aab,123 Main street,APPROVED
-3249281728822632075,-5730641879254832335,12.940470213485522,sarah1,8556c8d6-b9f8-4ccf-a3f2-eda5a5af0dc0,123 Main street,APPROVED
2117594455050097617,4263301923339055227,10.902967849508915,sarah1,8bf5a8d6-8c96-4b9c-a1c1-74f4af860827,123 Main street,APPROVED
1068949218151556287,4925712231167300193,9.571433473786428,sarah1,bd9f10a0-7d10-4f6b-a95e-f9ac92292f5c,123 Main street,APPROVED
818204775507379690,4329374856341569400,2.4637043207451748,sarah1,cab287fd-12fc-49f6-bb30-d88240a010fe,123 Main street,APPROVED
5321192244212510067,5736161725792648459,11.593039411536543,sarah1,41006246-8567-4c6d-9750-814a6a177705,123 Main street,APPROVED
7984877210439995241,-7363274315912305194,99.8230788452098,sarah1,9003a5f6-f0f4-4da7-bf45-a88b63ed8d84,123 Main street,APPROVED
-1891300377863844601,-7013517316877987045,47.16758540955974,sarah1,07f4994d-e46c-414e-b37a-082aec1ec8ed,123 Main street,APPROVED
-7460695563990458003,-5751198914104603581,59.59649519561137,sarah1,a62ac093-b0ec-44a5-89a0-a7d9c78b46d1,123 Main street,APPROVED
3824371671020379192,645083982291952514,45.88809937871369,sarah1,08a3f6c3-e29e-4eb6-8ad6-b0cdc5c777fd,123 Main street,APPROVED
2994645811423565631,-5329728109913783668,70.3917889966558,sarah1,83428401-9ef3-44c0-a059-d4949e3c2c3c,123 Main street,APPROVED
8991771446517694702,2326194957311000212,7.490723275279532,sarah1,5a794296-b08a-4fb7-9bf8-8b4f50059892,123 Main street,APPROVED
7878102049667662144,-4891414685530196643,42.75236830663464,sarah1,2aa6240d-9f2f-42f8-91ac-1d1d23c25fb1,123 Main street,APPROVED
-5070010907156418401,7894600206511340019,65.77076587512141,sarah1,9da0ff75-f8ba-4ac8-a1e7-3dbace732633,123 Main street,APPROVED
